X,Nrep,rest,interval_duration,profil,PAM,rest_power,duration,PC,DR,power_cogganTSS,percent_power_max,percent_PAM,cumul_time
1...2755,4,90,270,pursuiter,416.548283671423,208.274141835712,1350,314.042210595027,1,332.969253199684,79.12119323269916,79.93533192957123,1080
1...2756,5,90,270,pursuiter,416.548283671423,208.274141835712,1710,301.887884315665,1,320.93055086990603,76.26051920904064,77.04522223480313,1350
1...2757,6,90,270,pursuiter,416.548283671423,208.274141835712,2070,292.372380936572,1,311.308848501801,73.97418026038758,74.73535738953234,1620
1...2758,7,90,270,pursuiter,416.548283671423,208.274141835712,2430,284.550392542688,1,303.287738278548,72.06817901307669,72.80974383219018,1890
1...2759,8,90,270,pursuiter,416.548283671423,208.274141835712,2790,277.907375639755,1,296.406347452857,70.43300144638796,71.15774066822587,2160
1...2760,9,90,270,pursuiter,416.548283671423,208.274141835712,3150,272.132556020068,1,290.378615900856,69.0006730608157,69.7106739563256,2430
1...2761,10,90,270,pursuiter,416.548283671423,208.274141835712,3510,267.023911222047,1,285.01460427586,67.72605987594834,68.42294529790503,2700
1...2762,11,90,270,pursuiter,416.548283671423,208.274141835712,3870,262.442720614199,1,280.181665376888,66.5776418498609,67.26271031713044,2970
1...2763,12,90,270,pursuiter,416.548283671423,208.274141835712,4230,258.289605555142,1,275.783453017769,65.5325249010728,66.20683935774164,3240
1...2764,13,90,270,pursuiter,416.548283671423,208.274141835712,4590,254.490925256552,1,271.747752664684,64.57354918665688,65.23799600601428,3510
1...2765,14,90,270,pursuiter,416.548283671423,208.274141835712,4950,250.990586113253,1,268.019025150835,63.68751731644571,64.34284707370222,3780
1...2766,15,90,270,pursuiter,416.548283671423,208.274141835712,5310,247.744870320534,1,264.553628168337,62.864058869020226,63.51091543015917,4050
1...2767,2,120,270,pursuiter,416.548283671423,208.274141835712,660,355.147416745231,1,374.844234356756,89.07165695842154,89.98818361533245,540
1...2768,3,120,270,pursuiter,416.548283671423,208.274141835712,1050,327.584518760819,1,350.570701618755,83.30370434493545,84.16088010946848,810
1...2769,4,120,270,pursuiter,416.548283671423,208.274141835712,1440,310.675118312262,1,334.501234528018,79.48522741766732,80.30311194173004,1080
1...2770,5,120,270,pursuiter,416.548283671423,208.274141835712,1830,298.482523309408,1,322.43131418627,76.6171352725646,77.40550779477144,1350
1...2771,6,120,270,pursuiter,416.548283671423,208.274141835712,2220,288.94326789641,1,312.746260714647,74.31574263695762,75.08043436360526,1620
1...2772,7,120,270,pursuiter,416.548283671423,208.274141835712,2610,281.104247800403,1,304.650261025137,72.39194592092439,73.13684222630187,1890
1...2773,8,120,270,pursuiter,416.548283671423,208.274141835712,3000,274.447975407521,1,297.690945494305,70.73825164257592,71.46613181801663,2160
1...2774,9,120,270,pursuiter,416.548283671423,208.274141835712,3390,268.662317436076,1,291.585981905633,69.28757113938772,70.00052414947378,2430
1...2775,10,120,270,pursuiter,416.548283671423,208.274141835712,3780,263.544524215459,1,286.147080540849,67.99516242080075,68.69481684542586,2700
